UniProtAC;Localization;CNN;;;;;;;;;;;;;;;;;;;;Fully Connected;;;;;;;;;;;;;;;Final;;;;;;;;;
;;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Plasma1;Plasma2;Plasma3;Plasma4;Plasma5;Other1;Other2;Other3;Other4;Other5;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Other1;Other2;Other3;Other4;Other5;Binary1;Binary2;Binary3;Binary4;Binary5;Ternary1;Ternary2;Ternary3;Ternary4;Ternary5
Q9QXW9;Basolateral;-;-;-;-;-;-;train;train;-;train;-;-;train;-;-;train;train;train;-;train;-;-;train;-;validation;validation;-;-;train;train;-;validation;train;-;train;train;train;validation;validation;train;-;-;validation;train;validation
Q9QY30;Apical;train;validation;-;-;train;-;-;validation;-;-;-;-;train;-;train;-;-;-;train;-;-;train;validation;validation;train;-;-;train;-;train;train;train;validation;-;train;-;-;train;train;train;train;train;-;-;train
Q9QY81;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9QYB8;Plasma;-;-;-;train;-;-;-;-;-;-;train;-;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
Q9QYC0;Plasma;-;-;-;train;-;-;-;-;-;-;-;-;train;validation;validation;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
Q9QYC7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9QYE6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9QZ39;Other;-;-;train;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9QZI8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9QZX8;Basolateral;train;-;-;train;-;train;train;train;-;-;-;-;-;-;-;-;-;-;train;-;-;train;validation;validation;-;-;validation;train;-;train;-;train;-;train;validation;train;validation;train;train;train;train;train;train;train;train
Q9R049;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9R066;Basolateral;-;train;-;-;-;validation;train;train;train;validation;-;-;-;-;-;-;-;-;-;train;-;validation;-;train;-;train;train;-;train;train;-;-;validation;-;-;train;validation;-;train;-;train;train;train;train;train
Q9R069;Basolateral;-;-;validation;-;train;-;train;-;train;validation;-;-;-;train;-;train;validation;-;-;-;-;-;-;-;-;train;train;train;-;train;train;train;-;-;train;-;train;-;train;validation;-;train;train;train;-
Q9R0A1;Basolateral;-;validation;-;-;-;train;train;-;-;train;-;train;train;-;-;-;-;-;-;-;train;train;-;-;train;-;train;-;train;train;-;-;-;-;-;validation;train;train;train;train;train;train;-;-;train
Q9R0C9;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
Q9R0E0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9R0H2;Apical;-;train;train;-;-;-;-;-;validation;-;-;-;-;train;-;-;-;train;-;-;train;train;train;train;train;-;-;train;-;-;-;-;-;validation;train;-;train;-;validation;-;train;train;train;-;-
Q9R0M0;Basolateral;-;-;-;-;-;validation;-;train;train;-;-;-;validation;train;-;-;-;-;-;-;-;validation;train;-;train;train;validation;train;-;train;train;-;-;-;-;train;train;train;train;validation;validation;train;-;train;validation
Q9R0M8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9R0N5;Plasma;train;-;-;-;-;-;-;-;-;-;train;validation;-;-;validation;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-
Q9R0N8;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-
Q9R0S5;Basolateral;-;-;-;-;train;train;train;train;train;train;-;-;-;validation;train;-;-;-;-;-;-;-;train;-;-;train;train;train;-;train;validation;train;train;train;-;train;-;validation;validation;validation;train;-;train;train;validation
Q9R154;Apical;-;train;train;train;train;train;-;-;-;train;-;train;train;-;-;train;-;-;-;-;train;-;train;train;train;-;train;-;validation;train;train;-;train;-;-;train;validation;-;train;-;validation;-;train;train;-
Q9R155;Apical;-;train;train;train;train;train;-;-;-;train;-;train;train;-;-;train;-;-;-;-;train;-;train;train;train;-;train;-;validation;train;train;-;train;-;-;train;validation;-;train;-;validation;-;train;train;-
Q9R1J0;Other;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train
Q9R1Q7;Plasma;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;train;-;-;train;-
Q9R1Q9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
Q9R1S7;Basolateral;train;train;-;train;-;train;train;validation;train;-;-;-;-;-;-;train;-;-;-;train;-;-;train;train;-;train;train;train;train;-;-;-;-;-;-;train;train;-;train;train;-;train;train;train;train
Q9R1T1;Plasma;-;-;-;-;-;-;-;-;-;-;-;train;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;train;-;train;-;-;-;-;-;-;-;-;-;-
Q9R1W3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9T9V5;Other;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9T9V6;Other;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train
Q9T9V8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation
Q9T9V9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
Q9T9W0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9T9W1;Other;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;validation;validation;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9T9W3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9T9Y6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
Q9TSZ6;Basolateral;train;train;-;-;-;train;train;validation;train;train;-;-;-;-;-;train;train;-;-;train;-;-;-;-;train;train;train;-;validation;-;-;-;-;-;-;train;train;validation;train;train;train;-;-;-;train
Q9TU26;Apical;train;-;train;train;train;train;-;train;-;-;train;train;-;validation;-;-;-;-;-;train;-;-;train;train;-;-;-;-;-;-;-;-;train;-;-;train;train;-;-;-;validation;-;-;-;-
Q9UBD6;Apical;-;-;train;train;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;train;train;-;-;train;-;-;-;train;train;-;-;-;-;-;train;-;-;-;-;-;train;train
Q9UBH6;Basolateral;-;-;train;-;-;train;-;train;-;validation;validation;-;train;train;-;-;-;-;-;-;train;train;-;-;-;train;train;train;train;validation;train;-;-;-;-;-;train;-;-;train;train;validation;train;-;train
Q9UBI4;Plasma;-;-;-;-;-;-;-;train;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;train;-;-;-;-
Q9UBM1;Other;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UBM7;Other;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UBS9;Plasma;-;-;-;-;-;-;-;-;-;-;-;train;-;validation;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-
Q9UBV2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UBY8;Other;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UEI6;Plasma;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
Q9UGH3;Basolateral;-;validation;train;train;-;-;train;train;-;train;-;-;-;validation;-;-;-;-;-;train;-;-;train;-;-;train;train;-;validation;train;-;validation;train;-;train;train;train;train;train;train;train;train;train;train;train
Q9UGT4;Apical;train;-;train;train;train;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;validation;-;validation;-;-;-;-;-;train;-;validation;-;-;-;-;-;train;validation;-;validation;train;-;-
Q9UHC9;Apical;-;train;train;train;-;-;-;train;train;train;train;-;-;validation;train;-;-;-;-;-;validation;-;-;train;train;train;-;-;-;-;-;-;-;-;-;-;train;-;-;train;train;train;validation;train;-
Q9UHI7;Apical;train;validation;train;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;train;train;-;-;-;train;train;-;-;-;-;-;-;-;validation;validation;validation;-;train;-;train;validation;train
Q9UHJ9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-
Q9UHP7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UHW9;Basolateral;train;-;train;-;-;-;train;train;validation;-;-;-;train;-;-;train;-;-;-;-;train;-;-;train;-;-;validation;-;validation;train;-;train;-;-;train;-;train;-;train;-;validation;-;train;-;-
Q9UIV8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
Q9UIW2;Basolateral;-;-;-;-;-;train;train;train;train;train;-;-;-;-;train;-;train;-;-;-;-;train;validation;-;validation;train;train;train;train;validation;-;train;train;train;-;-;train;train;train;train;train;validation;train;-;train
Q9UJG1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UKJ1;Plasma;-;-;-;-;validation;-;-;-;-;train;-;-;-;validation;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train
Q9UKU0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UKV5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UL25;Plasma;-;-;-;-;-;-;-;validation;-;-;train;-;train;-;train;-;-;-;-;-;train;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-
Q9UL60;Plasma;-;train;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation;-;validation;-;-;-;-;-;-;-;-;-;-;-
Q9ULC0;Apical;-;train;train;-;-;-;-;-;validation;-;-;-;-;train;-;-;-;train;-;-;train;train;train;train;train;-;-;train;-;-;-;-;-;validation;train;-;train;-;validation;-;train;train;train;-;-
Q9ULC8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9ULS5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UM00;Plasma;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UNP4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-
Q9UNU6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UPR5;Basolateral;-;-;validation;-;-;train;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;train;train;train;-;train;train;train;train;train;train;-;-;train;train;-;validation;train;-;train;train;-;train;validation;-;train
Q9UQ90;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9UQQ1;Apical;train;train;-;-;train;-;-;train;-;-;-;-;-;-;-;train;-;-;train;-;train;-;train;-;train;train;-;-;-;-;-;-;-;train;train;train;validation;-;train;train;train;-;-;-;validation
Q9UQV4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-
Q9WTR1;Apical;validation;validation;train;-;-;-;train;-;-;-;train;-;-;-;-;train;validation;-;-;-;-;-;train;validation;-;-;train;-;train;-;-;-;train;-;-;train;-;train;train;train;train;-;-;-;train
Q9WTW5;Apical;train;train;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;validation;-;train;-;train;-;train;validation;-;-;train;-;train;-;-;-;train;-;train;-;train;train;-;train;-;train
Q9WTW8;Basolateral;-;validation;train;train;-;-;train;train;-;train;-;-;-;validation;-;-;-;-;-;train;-;-;train;-;-;train;train;-;validation;train;-;validation;train;-;train;train;train;train;train;train;train;train;train;train;train
Q9WTZ2;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
Q9WTZ3;Other;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
Q9WTY4;Apical;-;validation;-;train;train;-;train;-;-;-;train;-;-;-;train;-;-;validation;train;train;-;-;train;-;-;-;-;-;-;-;train;-;-;train;train;validation;train;-;-;train;-;train;train;train;train
Q9WU38;Apical;validation;-;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;train;validation;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;train;-;train;-;-;validation;-;-
Q9WU39;Apical;train;train;train;train;train;-;train;-;-;-;-;train;-;-;train;-;-;-;validation;-;train;train;-;train;train;train;validation;train;-;train;validation;train;-;-;-;validation;train;validation;-;train;train;train;-;-;train
Q9WUQ2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
Q9WUV2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9WV38;Apical;train;train;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;validation;train;-;-;-;train;train;-;-;validation;-;-;train;-;train;train;-;train;-;train;-
Q9WV52;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;train;-;train;-;-;-;-;-;-;-;validation;-;-;-;train;-;train;validation;-;-;-;-;-;-;train;-;-;-;train
Q9WV69;Plasma;-;-;-;-;-;-;-;train;-;-;train;validation;-;train;-;-;validation;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;-
Q9WV91;Basolateral;train;-;-;-;-;train;train;validation;train;-;-;-;train;-;-;-;validation;-;validation;-;train;train;-;-;-;-;train;train;train;validation;train;-;train;train;-;train;train;train;train;train;validation;train;-;-;-
Q9WVC3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9WVC8;Apical;-;validation;train;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;train;-;-;train;-;-;-;-;-;-;train;-;-;train;-;train;train;train;train;train;-;train
Q9WVE9;Plasma;-;-;-;-;-;-;-;-;train;-;-;-;train;train;train;-;-;validation;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
Q9WVG6;Plasma;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-
Q9WVK0;Other;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
Q9WVK8;Other;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9WVR6;Basolateral;-;-;-;-;-;-;train;train;-;train;-;-;train;-;-;train;train;train;-;train;-;-;train;-;validation;validation;-;-;train;train;-;validation;train;-;train;train;train;validation;validation;train;-;-;validation;train;validation
Q9XT56;Basolateral;train;-;-;-;-;train;-;train;train;train;-;-;-;-;-;-;-;-;train;-;train;-;-;validation;train;train;train;validation;-;train;train;-;-;train;train;-;train;train;train;train;train;train;validation;validation;-
Q9Y227;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y274;Other;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y277;Other;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y282;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
Q9Y2A9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-
Q9Y2C3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-
Q9Y2C5;Apical;train;train;train;-;train;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;train;-;train;-;train;-;train;-;validation;train;-;-;-;train;-;validation;train;train;train;-;-;validation;train;-;-
Q9Y2H6;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-
Q9Y2J2;Plasma;-;-;-;-;-;-;-;-;-;-;train;train;train;validation;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;validation;validation;-;-;-;-;-;-;-;-;-;-;train;train
Q9Y2P5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y385;Other;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y3B3;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train
Q9Y3D6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y4A5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y4G8;Plasma;-;-;-;-;-;-;-;-;train;-;train;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-
Q9Y584;Other;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y5T4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y5U4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y5W7;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y662;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y663;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y672;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
Q9Y673;Other;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
Q9Y6A1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y6A2;Other;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y6A9;Other;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-
Q9Y6I9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Y6L6;Basolateral;train;-;-;train;-;train;train;train;-;-;-;-;-;-;-;-;-;-;train;-;-;train;validation;validation;-;-;validation;train;-;train;-;train;-;train;validation;train;validation;train;train;train;train;train;train;train;train
Q9Y6N1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
Q9Z0E8;Apical;train;-;validation;-;-;train;-;-;-;-;-;train;train;train;-;validation;-;-;-;-;-;-;validation;train;train;-;-;train;-;-;-;train;-;-;-;validation;validation;-;-;-;train;-;train;-;train
Q9Z0F0;Other;-;-;-;-;-;-;-;-;-;train;-;-;-;-;validation;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
Q9Z0F8;Basolateral;-;-;-;validation;-;train;validation;train;train;train;-;validation;-;-;train;-;-;-;-;-;-;train;-;-;-;train;train;train;train;train;-;-;-;train;train;train;validation;train;train;-;validation;train;train;train;validation
Q9Z0L5;Basolateral;-;train;-;-;-;-;-;train;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;train;-;validation;validation;validation;-;-;-;train;-;validation;train;-;-;-;train;train;train;train
Q9Z0R9;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Z0S9;Other;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Q9Z0V7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-
